condition,randomizer.started,randomizer.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,begin_exp.started,begin_exp.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,consent.started,consent.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,consent2.started,consent2.stopped,consent_resp_2.keys,consent_resp_2.rt,consent_resp_2.duration,consent3.started,consent3.stopped,consent_resp_3.keys,consent_resp_3.rt,consent_resp_3.duration,consent4.started,consent4.stopped,consent_resp_4.keys,consent_resp_4.rt,consent_resp_4.duration,consent5.started,consent5.stopped,consent_resp_5.keys,consent_resp_5.rt,consent_resp_5.duration,consent6.started,consent6.stopped,consent_resp_6.keys,consent_resp_6.rt,consent_resp_6.duration,demographic_questions.started,demographic_questions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,demo_age.started,demo_age.stopped,textbox.text,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,demo_native_lang.started,demo_native_lang.stopped,textbox_5.text,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,demo_other_langs.started,demo_other_langs.stopped,textbox_6.text,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,demo_info.thisRepN,demo_info.thisTrialN,demo_info.thisN,demo_info.thisIndex,demo_info.ran,instructions.started,instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,begin_experiment.started,begin_experiment.stopped,experiment_start_resp.keys,experiment_start_resp.rt,experiment_start_resp.duration,training.started,training.stopped,textbox_7.text,key_resp_18.keys,training_2.started,training_2.stopped,clear_screen.started,clear_screen.stopped,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,training_block.ran,stem,suffix,label,stem_filename,file,filepath,image_size,image_location,audio_files,key_resp_18.rt,key_resp_18.duration,which_condition.thisRepN,which_condition.thisTrialN,which_condition.thisN,which_condition.thisIndex,which_condition.ran,which_condition.order,select_condition,training_block.order
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.6018,163.0992,,,163.0993,163.5959,163.5959,164.093,0,23,23,13,1,berko,nem,berkonem,2,2_dim_sg.PNG,stems_all/2_dim_sg.PNG,,,zara_audio_files/berkonem.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0931,168.5904,,,168.5904,169.0898,169.0898,169.5854,1,0,24,21,1,bal,none,bal,1,1.PNG,stems_all/1.PNG,,,zara_audio_files/bal.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5856,174.0816,,,174.0816,174.5785,174.5786,175.0752,1,1,25,6,1,chool,dan,chooldan,7,7_2.PNG,stems_all/7_2.PNG,,,zara_audio_files/chooldan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0755,179.5746,,,179.5746,180.0755,180.0755,180.5724,1,2,26,22,1,berko,none,berko,2,2.PNG,stems_all/2.PNG,,,zara_audio_files/berko.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5726,185.0701,,,185.0702,185.5669,185.5669,186.0637,1,3,27,5,1,bani,dan,banidan,6,6_2.PNG,stems_all/6_2.PNG,,,zara_audio_files/banidan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0639,190.5628,,,190.5628,191.0653,191.0653,191.5609,1,4,28,15,1,bal,sil,balsil,1,1_2.PNG,stems_all/1_2.PNG,,,zara_audio_files/balsil.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.561,196.0587,,,196.0587,196.5552,196.5552,197.0521,1,5,29,20,1,kora,shoon,korashoon,3,3_dim_sg.PNG,stems_all/3_dim_sg.PNG,,,zara_audio_files/korashoon.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0523,201.5497,,,201.5497,202.0465,202.0466,202.5434,1,6,30,16,1,berko,sil,berkosil,2,2_2.PNG,stems_all/2_2.PNG,,,zara_audio_files/berkosil.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.5436,207.0427,,,207.0428,207.5439,207.5439,208.0407,1,7,31,12,1,bal,nem,balnem,1,1_dim_sg.PNG,stems_all/1_dim_sg.PNG,,,zara_audio_files/balnem.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0409,209.6896,kora,"[""k"",""o"",""r"",""a"",""return""]",209.6897,210.1877,210.1877,210.6857,1,8,32,23,1,kora,none,kora,3,3.PNG,stems_all/3.PNG,,,zara_audio_files/kora.wav,"[1.1980000000000075,1.3496999999997286,1.437799999999811,1.5277999999998144,1.6381999999997277]","[null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.6858,215.1871,,,215.1872,215.6836,215.6836,216.1806,1,9,33,1,1,berko,dan,berkodan,2,2_2.PNG,stems_all/2_2.PNG,,,zara_audio_files/berkodan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1807,220.6782,,,220.6782,221.1748,221.1748,221.6717,1,10,34,17,1,kora,sil,korasil,3,3_2.PNG,stems_all/3_2.PNG,,,zara_audio_files/korasil.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6718,226.1694,berko,"[""b"",""e"",""r"",""k"",""o"",""return""]",226.1695,226.666,226.666,227.163,1,11,35,13,1,berko,nem,berkonem,2,2_dim_sg.PNG,stems_all/2_dim_sg.PNG,,,zara_audio_files/berkonem.wav,"[1.4501999999997395,1.617999999999995,1.7221999999997308,1.8110999999996409,1.8981999999997186,2.0981999999997356]","[null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1633,231.6606,,,231.6607,232.1572,232.1573,232.6542,1,12,36,3,1,nako,dan,nakodan,4,4_2.PNG,stems_all/4_2.PNG,,,zara_audio_files/nakodan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.6544,237.1517,,,237.1518,237.6496,237.6496,238.1467,1,13,37,4,1,pipa,dan,pipadan,5,5_2.PNG,stems_all/5_2.PNG,,,zara_audio_files/pipadan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1469,242.6432,berkonem,"[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]",242.6432,243.1397,243.1397,243.6379,1,14,38,19,1,berko,shoon,berkoshoon,2,2_dim_sg.PNG,stems_all/2_dim_sg.PNG,,,zara_audio_files/berkoshoon.wav,"[1.3043000000002678,1.3729999999999905,1.462399999999917,1.5457000000001813,1.7338000000002864,1.957800000000276,2.0733000000002733,2.1968000000002803,2.3157000000001915]","[null,null,null,null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.6382,248.1403,,,248.1403,248.6368,248.6368,249.1337,1,15,39,7,1,kudom,dan,kudomdan,8,8_2.PNG,stems_all/8_2.PNG,,,zara_audio_files/kudomdan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.134,252.4497,balshoon,"[""d"",""N/A"",""b"",""a"",""l"",""s"",""h"",""o"",""o"",""n"",""return""]",252.4497,252.9463,252.9463,253.4433,1,16,40,18,1,bal,shoon,balshoon,1,1_dim_sg.PNG,stems_all/1_dim_sg.PNG,,,zara_audio_files/balshoon.wav,"[1.4843999999999085,1.8633000000002937,2.2733000000002903,2.375899999999916,2.475500000000011,2.6313000000002944,2.711899999999929,2.8272000000002038,2.9833000000002983,3.0965000000000202,3.303500000000014]","[null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.4434,255.985,baldan,"[""b"",""a"",""l"",""d"",""a"",""n"",""return""]",255.985,256.4823,256.4824,256.9854,1,17,41,0,1,bal,dan,baldan,1,1_2.PNG,stems_all/1_2.PNG,,,zara_audio_files/baldan.wav,"[1.8654999999999973,1.975400000000377,2.0532000000001744,2.2414000000003966,2.404600000000073,2.415300000000286,2.538000000000011]","[null,null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.9856,261.4828,,,261.4829,261.9831,261.9831,262.48,1,18,42,11,1,mero,dan,merodan,12,12_2.PNG,stems_all/12_2.PNG,,,zara_audio_files/merodan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.4801,266.9783,ostod,"[""return"",""return"",""o"",""s"",""t"",""o"",""d""]",266.9783,267.4743,267.4743,267.9712,1,19,43,8,1,osto,dan,ostodan,9,9_2.PNG,stems_all/9_2.PNG,,,zara_audio_files/ostodan.wav,"[0.3941999999997279,2.193199999999763,3.662199999999757,3.9023999999999432,4.022299999999859,4.19339999999994,4.411699999999769]","[null,null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9715,272.4688,berkodan,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n"",""return""]",272.4688,272.9654,272.9654,273.4623,1,20,44,2,1,kora,dan,koradan,3,3_2.PNG,stems_all/3_2.PNG,,,zara_audio_files/koradan.wav,"[1.4677000000002067,1.5418000000003076,1.6194000000003825,1.7768000000003212,1.875500000000045,2.238300000000322,2.317100000000096,2.395900000000381,2.4562000000001944]","[null,null,null,null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.4626,277.9617,berkdan,"[""b"",""e"",""r"",""k"",""d"",""a"",""n"",""return""]",277.9617,278.4581,278.4581,278.9537,1,21,45,10,1,bin,dan,bindan,11,11_2.PNG,stems_all/11_2.PNG,,,zara_audio_files/bindan.wav,"[1.4565000000000055,1.5581000000000813,1.6187000000001603,1.69720000000018,1.815700000000163,1.9155000000000086,1.9279999999999973,2.103799999999808]","[null,null,null,null,null,null,null,null]",,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9538,283.4527,,,283.4528,283.9538,283.9539,284.4509,1,22,46,9,1,vorke,dan,vorkedan,10,10_2.PNG,stems_all/10_2.PNG,,,zara_audio_files/vorkedan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4512,288.9507,,,288.9508,289.4538,289.4538,289.9493,1,23,47,14,1,kora,nem,koranem,3,3_dim_sg.PNG,stems_all/3_dim_sg.PNG,,,zara_audio_files/koranem.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.9495,294.4455,,,294.4455,294.9424,294.9424,295.4393,2,0,48,15,1,bal,sil,balsil,1,1_2.PNG,stems_all/1_2.PNG,,,zara_audio_files/balsil.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.4396,299.9397,,,299.9397,300.4396,300.4396,300.9367,2,1,49,10,1,bin,dan,bindan,11,11_2.PNG,stems_all/11_2.PNG,,,zara_audio_files/bindan.wav,,,,,,,,,,
,,,60594,001,2025-01-20_16h38.01.382,generalizability_mini,2023.2.2,Win32,161.2903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.9369,,,,,,,,2,2,50,20,1,kora,shoon,korashoon,3,3_dim_sg.PNG,stems_all/3_dim_sg.PNG,,,zara_audio_files/korashoon.wav,,,0,0,0,0,1,0,Condition3.csv,119