source,participant,subj_values,Model,Meaning,Frequency,Task,Condition
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,430083,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,480171,0.28,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,530171,0,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,537070,0.8,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,567835,0,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,610842,0.7083333333333334,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,649153,0,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,692032,0.7727272727272727,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,706413,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,722527,0.5151515151515151,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,791629,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,808694,0.42857142857142855,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,814040,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,822636,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,828936,0.8095238095238095,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,833721,0,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,904940,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,979237,0.3953488372093023,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,980703,1,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_freq_prod_data_cond3_subj_means_no_sil_shoon,983166,0.8636363636363636,original_meaning_freq_prod_model_cond3,original,freq,prod,cond3
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,10491,0.38461538461538464,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,24300,0.9,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,39146,0,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,49522,0.043478260869565216,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,64196,0.23529411764705882,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,66002,0.46808510638297873,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,112108,0.4117647058823529,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,145601,0.5161290322580645,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,183053,0.75,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,237233,0.7878787878787878,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,275912,0.4594594594594595,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,308566,0,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,337780,0.7948717948717948,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,364622,0,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,375898,0.6,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,402050,0.3684210526315789,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,420322,0.9230769230769231,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,439037,0.20689655172413793,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,455957,0.5142857142857142,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,484560,0.3076923076923077,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,499937,0.7837837837837838,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,504285,0.88,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,516480,0.7272727272727273,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,524572,0.47619047619047616,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,581431,0.4594594594594595,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,618798,0,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,669582,0.45714285714285713,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,681800,0,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,695258,1,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,697965,0.5,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,728095,1,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,757339,0.6666666666666666,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,795819,1,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,819354,1,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,872729,0.5454545454545454,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,877250,0.09090909090909091,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,879226,0.07692307692307693,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,916209,0.7142857142857143,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond1_subj_means_no_sil_shoon,949821,0.3333333333333333,original_meaning_infreq_prod_model_cond1,original,infreq,prod,cond1
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,49871,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,56352,0.42857142857142855,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,84071,0.2,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,118797,0.5294117647058824,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,142467,0.4074074074074074,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,150106,0.15384615384615385,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,167821,0.25,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,208147,0.47619047619047616,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,279453,0.3611111111111111,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,311083,0.2631578947368421,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,316219,0.045454545454545456,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,323058,0.5,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,330170,0.46511627906976744,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,358678,1,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,380268,0.6363636363636364,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,394370,0.47619047619047616,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,407407,0.23333333333333334,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,411030,0.875,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,416951,0.4,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,446620,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,463321,0.782608695652174,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,491215,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,519471,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,526616,0.5853658536585366,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,532474,0.631578947368421,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,632985,0.07692307692307693,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,649801,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,769293,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,783859,0.3684210526315789,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,805292,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,817058,0.20833333333333334,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,818269,0.4838709677419355,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,835615,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,835778,0.3333333333333333,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,844618,0.4230769230769231,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,877238,0.37037037037037035,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,881807,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,886144,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,886890,1,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,893780,0.09090909090909091,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,937555,1,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond2_subj_means_no_sil_shoon,983513,0,original_meaning_infreq_prod_model_cond2,original,infreq,prod,cond2
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,23855,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,75565,0.34615384615384615,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,100111,0.5862068965517241,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,103482,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,150932,0.4888888888888889,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,195051,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,196092,0.5,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,204573,0.4444444444444444,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,295781,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,296211,0.6486486486486487,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,303429,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,384294,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,385370,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,427171,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,430083,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,480171,0.72,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,530171,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,537070,0.2,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,567835,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,610842,0.2916666666666667,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,649153,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,692032,0.22727272727272727,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,706413,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,722527,0.48484848484848486,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,791629,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,808694,0.5714285714285714,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,814040,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,822636,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,828936,0.19047619047619047,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,833721,1,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,904940,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,979237,0.6046511627906976,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,980703,0,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
original_meaning_infreq_prod_data_cond3_subj_means_no_sil_shoon,983166,0.13636363636363635,original_meaning_infreq_prod_model_cond3,original,infreq,prod,cond3
